t,y
0.0,3.8881061558651866
0.05025125628140704,3.8747435069651233
0.10050251256281408,3.962490101166982
0.1507537688442211,4.137873912811898
0.20100502512562815,3.9200127539284497
0.2512562814070352,4.168891628050621
0.3015075376884422,4.000559338791145
0.3517587939698492,3.9310882157257505
0.4020100502512563,3.9169094162232194
0.45226130653266333,3.978964785108678
0.5025125628140704,3.9937516683225884
0.5527638190954774,3.82620312345602
0.6030150753768844,4.097269056751713
0.6532663316582915,3.856551003212075
0.7035175879396984,3.954452938396139
0.7537688442211055,3.981671174916318
0.8040201005025126,3.8993783452080395
0.8542713567839195,3.999882294392129
0.9045226130653267,3.9973252852794365
0.9547738693467336,3.9622624164172398
1.0050251256281408,3.946974310547662
1.0552763819095476,3.9767538164459104
1.105527638190955,4.163106131973317
1.1557788944723617,4.006900896544326
1.2060301507537687,4.0568850555056155
1.2562814070351758,3.8225452995849176
1.306532663316583,3.9814901996144556
1.35678391959799,3.892176469835251
1.4070351758793969,4.072951632588286
1.457286432160804,3.904671841452926
1.507537688442211,3.9834675387918623
1.5577889447236182,4.2099406075766135
1.6080402010050252,4.194078310865834
1.658291457286432,4.070471119414022
1.708542713567839,3.9799994505565985
1.7587939698492463,3.9816924903340536
1.8090452261306533,4.098278102243398
1.8592964824120604,4.0583186661118615
1.9095477386934672,3.957578927137854
1.9597989949748742,3.7973696502897782
2.0100502512562817,3.8963463685319146
2.0603015075376883,3.9667757300167317
2.1105527638190953,4.002322897748591
2.1608040201005023,4.088485770003168
2.21105527638191,4.069976129319773
2.261306532663317,4.087309169666173
2.3115577889447234,4.209641167289376
2.3618090452261304,4.179057883842845
2.4120603015075375,4.098864840909156
2.462311557788945,3.8870317399456527
2.5125628140703515,4.087630922200355
2.5628140703517586,4.257380880533417
2.613065326633166,4.145815199357256
2.6633165829145726,4.15950141569967
2.71356783919598,4.119893398095602
2.7638190954773867,4.087725163331978
2.8140703517587937,4.041004746159679
2.864321608040201,4.144739256613553
2.914572864321608,3.9688294736377623
2.9648241206030153,4.197878141494663
3.015075376884422,4.239276644380462
3.065326633165829,4.078525446409799
3.1155778894472363,4.117034747376414
3.165829145728643,4.084366416050348
3.2160804020100504,4.14395372764822
3.2663316582914574,4.225711206313175
3.316582914572864,4.204318422408394
3.3668341708542715,4.147226879431279
3.417085427135678,4.440606974678231
3.4673366834170856,4.0971908819213025
3.5175879396984926,4.428312852762644
3.567839195979899,4.269677610513108
3.6180904522613067,4.403446749071248
3.6683417085427132,4.318933067096307
3.7185929648241207,4.198730327944609
3.7688442211055277,4.369615274384728
3.8190954773869343,4.287459085353456
3.869346733668342,4.310141703246917
3.9195979899497484,4.080644908250238
3.969849246231156,4.30155652481101
4.020100502512563,4.285865572037602
4.0703517587939695,4.328609480336284
4.1206030150753765,4.38019378787288
4.1708542713567835,4.406897409107036
4.221105527638191,4.378628787883781
4.2713567839195985,4.292719025290969
4.321608040201005,4.527944156425835
4.371859296482413,4.456250383784811
4.42211055276382,4.309393799081889
4.472361809045226,4.721752946726565
4.522613065326634,4.452653275250972
4.57286432160804,4.464298721053556
4.623115577889447,4.407484932165111
4.673366834170855,4.545679661620444
4.723618090452261,4.580954620837365
4.773869346733669,4.543561539933512
4.824120603015075,4.7144152404760025
4.874371859296483,4.70577191538626
4.92462311557789,4.434881932577334
4.974874371859296,4.576210489630134
5.025125628140703,4.689276060795387
5.07537688442211,4.634580216400029
5.125628140703517,4.813708576933467
5.175879396984925,4.806658953378388
5.226130653266332,4.594739824215327
5.276381909547738,4.711300085688039
5.326633165829145,4.690757271049032
5.376884422110553,4.822047025951312
5.42713567839196,4.733339130220004
5.477386934673367,4.653081118095807
5.527638190954773,4.908064723177497
5.57788944723618,4.937971464446281
5.628140703517587,4.86418320788187
5.678391959798995,4.860291409960571
5.728643216080402,4.82476308888713
5.7788944723618085,4.982638239516037
5.829145728643216,5.028678858605741
5.8793969849246235,5.055281404523071
5.9296482412060305,5.086870230172612
5.9798994974874375,5.15810785701673
6.030150753768844,5.311459877832618
6.080402010050251,5.090602016825876
6.130653266331658,5.024421926182476
6.180904522613066,5.028352926117371
6.231155778894473,5.156267207752248
6.28140703517588,5.135962519585828
6.331658291457286,5.225707695517348
6.381909547738694,5.358802856558635
6.432160804020101,5.600566851549654
6.482412060301508,5.323601125646999
6.532663316582915,5.462615084819916
6.582914572864321,5.538693520566075
6.633165829145728,5.35150872753608
6.683417085427136,5.62748722382637
6.733668341708543,5.4956216322988825
6.78391959798995,5.538700680949319
6.834170854271356,5.490392764414234
6.884422110552764,5.695215344450598
6.934673366834171,5.662874211524674
6.984924623115578,5.715579041665746
7.035175879396985,5.640606940945637
7.085427135678391,5.749256768816509
7.135678391959798,5.819656814918459
7.185929648241206,5.778688324181875
7.236180904522613,5.744998705308533
7.28643216080402,5.93918092361466
7.3366834170854265,5.822427281629562
7.386934673366834,5.982837753543719
7.437185929648241,6.1296871679658445
7.4874371859296485,6.150164870482611
7.5376884422110555,6.201014352355993
7.587939698492462,6.024140106109541
7.638190954773869,6.216852118154241
7.688442211055277,6.246312460462505
7.738693467336684,6.360009190505443
7.788944723618091,6.494589817827262
7.839195979899497,6.4373308332042365
7.889447236180905,6.395792536302238
7.939698492462312,6.410222411622425
7.989949748743719,6.491834990357492
8.040201005025127,6.61445178916707
8.090452261306533,6.813344434425798
8.140703517587939,6.635967949780625
8.190954773869347,6.759269947539938
8.241206030150753,6.870168142655658
8.291457286432161,6.973219389089892
8.341708542713567,6.849477204607702
8.391959798994975,6.994982177673758
8.442211055276381,7.189638913277039
8.492462311557789,7.223873859403595
8.542713567839197,7.209697201591784
8.592964824120603,7.147787036716889
8.64321608040201,7.270305953127644
8.693467336683417,7.264802696151286
8.743718592964825,7.236093793452325
8.793969849246231,7.173346869935585
8.84422110552764,7.69050495817452
8.894472361809045,7.653445116248772
8.944723618090451,7.511748964988392
8.99497487437186,7.513274124290928
9.045226130653267,7.465568478825452
9.095477386934673,7.769754383682433
9.14572864321608,7.7872680543392665
9.195979899497488,7.924776351286039
9.246231155778894,7.849849209192512
9.296482412060302,7.945358515807888
9.34673366834171,8.056000163640425
9.396984924623116,8.208176069044749
9.447236180904522,8.171805928789782
9.49748743718593,8.295714283584442
9.547738693467338,8.21553011805959
9.597989949748744,8.491127226189594
9.64824120603015,8.577563194165677
9.698492462311558,8.437639862663469
9.748743718592966,8.544045925459146
9.798994974874372,8.722870223609517
9.84924623115578,8.79100768786099
9.899497487437186,8.817175822634232
9.949748743718592,8.871597547990557
10.0,9.018799989363043
